;Factor_1;Factor_2;Factor_3;Factor_6;pH;sulphates;white
1053;6.944;0.3495168;6186.211200000001;11.110399999999998;3.17;0.42;1
1054;7.396300000000001;0.67488;138412.25925;9.1954;3.03;0.42;1
1055;6.953799999999999;0.24223980000000003;8579.0024;10.53004;3.19;0.39;1
1056;8.30498;1.2712265999999999;225958.09355999998;9.30558;3.01;0.51;1
1057;7.18704;0.627984;90172.397;8.88398;3.05;0.47;1
1058;7.04888;0.9041760000000001;4460.45184;10.52368;3.42;0.43;1
1059;8.353800000000001;0.2643432;25506.538200000003;10.5417;3.1;0.32;1
1060;7.37262;0.6126839999999999;79638.64272;8.76744;3.09;0.32;1
1061;5.25018;0.2535192;3122.8665;10.896600000000001;3.59;0.38;1
1062;6.4714;0.404768;53583.98848000001;10.15512;3.32;0.37;1
1063;6.263459999999999;0.24005100000000001;20879.989559999995;10.041419999999999;3.36;0.33;1
1064;6.4753;0.3393;40549.3248;10.06162;3.31;0.34;1
1065;6.2684999999999995;0.397575;46514.259999999995;9.353;3.28;0.38;1
1066;6.24204;0.2139144;13357.965599999998;11.69144;3.27;0.43;1
1067;6.245819999999999;0.312576;13851.04768;11.30196;3.44;0.53;1
1068;7.85102;0.4763772;4674.238920000001;10.633659999999999;3.12;0.42;1
1069;7.28321;1.4031839999999998;94438.29119999999;8.58022;3.06;0.45;1
1070;5.4571;0.770112;23214.9995;11.4103;3.51;0.49;1
1071;5.1584;0.373248;10132.684799999999;11.110399999999998;3.55;0.49;1
1072;7.13016;0.1400265;4652.4294;12.47778;3.3;0.59;1
1073;6.03473;0.1428192;1661.62828;12.465179999999998;3.21;0.51;1
1074;9.15584;0.7175520000000002;6491.888639999998;9.25536;3.04;0.46;1
1075;7.13016;0.1400265;4652.4294;12.47778;3.3;0.59;1
1076;7.9296;0.25574399999999997;1855.5264;11.993519999999998;3.06;0.61;1
1077;6.48895;0.7016988;116621.406;9.88317;3.52;0.44;1
1078;7.3533800000000005;0.345168;3567.7804800000004;10.63259;3.28;0.44;1
1079;6.4558;0.1080248;180.76239999999999;9.932;3.26;0.32;1
1080;6.9496;0.25718399999999997;6919.41888;10.32512;3.13;0.39;1
1081;5.85398;0.13811199999999998;977.9123199999999;10.418099999999999;3.29;0.52;1
1082;8.08056;1.2227760000000005;59020.41024000001;9.67672;3.31;0.64;1
1083;5.75476;0.13811199999999998;977.9123199999999;10.418099999999999;3.29;0.52;1
1084;6.38336;0.46368000000000004;46164.85848;8.9766;3.28;0.33;1
1085;6.6866;0.1816416;44600.2208;9.1816;3.54;0.45;1
1086;5.9586;0.65988;5577.2496;10.03031;3.17;0.48;1
1087;6.541259999999999;0.3471;5116.0581999999995;11.298540000000001;3.35;0.4;1
1088;9.74512;0.8436960000000001;2170.17856;10.73952;2.93;0.46;1
1089;9.53952;0.5464800000000002;3823.26075;10.831330000000001;2.96;0.49;1
1090;6.283619999999999;2.117115;77874.9972;9.176079999999999;3.2;0.46;1
1091;6.4285000000000005;0.21037179999999997;23370.1689;12.758100000000002;3.12;0.25;1
1092;6.348800000000001;0.1507275;13788.403199999999;11.904;3.23;0.32;1
1093;5.65896;0.1269;2710.344;9.4316;3.27;0.46;1
1094;7.8352200000000005;0.2629575;20295.500939999998;11.703240000000001;3.06;0.32;1
1095;6.855840000000001;0.42739200000000005;6824.839679999999;9.04176;3.19;0.43;1
1096;6.86136;0.4704512;12219.1872;9.645679999999999;3.2;0.52;1
1097;6.79184;0.8421894;65013.49008;9.08908;3.17;0.54;1
1098;8.6478;0.5582808;7036.9236;9.940000000000001;2.99;0.43;1
1099;7.36522;0.7435596;11287.79683;10.35112;3.25;0.42;1
1100;6.690620000000001;0.65688;61978.6083;9.4867;3.44;0.47;1
1101;5.9483999999999995;0.5248152;64234.788799999995;12.19422;3.4;0.4;1
1102;6.05974;0.6044689999999999;99300.264;11.622779999999999;3.42;0.4;1
1103;9.1632;0.9935632000000002;16532.006400000002;9.462;3.14;0.58;1
1104;8.9433;0.4699786000000001;16222.54998;11.42755;2.99;0.34;1
1105;8.43285;0.22872960000000003;961.3448999999999;10.516259999999999;3.14;0.46;1
1106;9.281400000000001;1.2648272000000003;31910.052;10.179599999999999;3.17;0.61;1
1107;9.1632;0.9935632000000002;16532.006400000002;9.462;3.14;0.58;1
1108;7.1517599999999995;0.45273599999999997;5621.28336;10.429649999999999;3.25;0.45;1
1109;7.1517599999999995;0.49632;5310.181799999999;10.429649999999999;3.26;0.44;1
1110;6.77212;0.5266367999999999;118260.63525;8.86351;3.14;0.41;1
1111;9.04176;0.40443840000000003;2475.5544;10.53216;3.03;0.41;1
1112;8.85817;0.8386304;2919.01584;9.45535;3.17;0.49;1
1113;6.9566;0.17454750000000002;18234.54054;10.73304;3.2;0.49;1
1114;6.66784;0.48069999999999996;96160.20479999999;9.4544;3.14;0.35;1
1115;6.87171;0.5003712000000001;114372.74123999999;8.86351;3.13;0.4;1
1116;6.77212;0.5266367999999999;118260.63525;8.86351;3.14;0.41;1
1117;6.06157;0.0;2449.27176;9.34078;3.31;0.38;1
1118;5.2576;0.09871050000000003;3420.0192;10.5152;3.5;0.35;1
1119;7.8739300000000005;0.303696;30269.38032;8.9703;3.47;0.44;1
1120;7.55744;0.6947424000000001;9338.60928;10.4412;3.42;0.48;1
1121;7.79844;0.63423;52308.78615;8.9982;3.16;0.38;1
1122;7.79844;0.63423;52308.78615;8.9982;3.16;0.38;1
1123;5.66694;2.6738829000000006;56774.611215;9.34548;3.27;0.38;1
1124;7.79844;0.63423;52308.78615;8.9982;3.16;0.38;1
1125;7.45875;0.4005540000000001;9890.3025;9.5472;3.29;0.8;1
1126;7.79844;0.63423;52308.78615;8.9982;3.16;0.38;1
1127;6.56436;0.6655324999999999;32229.615160000005;10.144919999999999;3.15;0.6;1
1128;5.66694;2.6738829000000006;56774.611215;9.34548;3.27;0.38;1
1129;8.14096;0.46894470000000005;978.4044;10.32512;3.07;0.38;1
1130;5.9676;0.2972159999999999;27482.58828;10.34384;3.52;0.41;1
1131;6.05547;0.38855700000000004;846.5745600000001;9.43065;3.23;0.32;1
1132;7.354120000000001;0.4917308000000001;3458.8215199999995;10.534279999999999;3.22;0.62;1
1133;7.140960000000001;0.20808800000000005;1541.2572;10.9098;3.21;0.37;1
1134;7.45875;0.4005540000000001;9890.3025;9.5472;3.29;0.8;1
1135;7.67382;0.766475;10314.810000000001;9.866340000000001;3.38;0.5;1
1136;8.162279999999999;0.9717300000000001;9514.0332;9.55584;3.14;0.34;1
1137;7.533879999999999;0.3958416;2241.3293;12.68864;3.01;0.7;1
1138;7.34894;0.329967;6218.7922;11.32134;3.42;0.55;1
1139;7.189920000000001;0.5207904000000001;132985.75892;9.986;3.41;0.5;1
1140;6.377600000000001;0.744765;84507.7839;9.06815;3.0;0.44;1
1141;6.2899199999999995;0.8648639999999999;63634.22207999999;9.38496;3.36;0.5;1
1142;6.76736;0.575505;7147.5264;10.151039999999998;3.46;0.54;1
1143;9.75688;1.0581120000000002;16293.9896;9.15952;2.97;0.39;1
1144;7.16328;0.2398;15127.95195;9.35206;3.23;0.36;1
1145;8.162279999999999;0.9717300000000001;9514.0332;9.55584;3.14;0.34;1
1146;7.47;0.685125;22659.0;10.0596;3.12;0.36;1
1147;7.34894;0.329967;6218.7922;11.32134;3.42;0.55;1
1148;6.348800000000001;0.26130000000000003;9650.572800000002;10.5152;3.21;0.47;1
1149;7.8304800000000006;0.6703488;22432.8384;12.68736;3.18;0.44;1
1150;6.4857000000000005;3.8375999999999997;172195.335;8.88042;3.12;0.51;1
1151;7.4535;1.0457088;4827.48288;9.24234;3.09;0.43;1
1152;6.543239999999999;0.2157792;9073.2928;11.004539999999999;3.25;0.4;1
1153;7.0517199999999995;0.33333300000000005;8947.738799999997;9.83268;3.13;0.33;1
1154;7.55744;0.457028;437.536;9.54624;3.1;0.45;1
1155;7.533879999999999;0.3958416;2241.3293;12.68864;3.01;0.7;1
1156;6.864120000000001;0.21060000000000004;25140.585600000006;10.644359999999999;3.16;0.72;1
1157;7.0858;0.6587776000000002;44748.673299999995;9.1816;2.96;0.42;1
1158;7.29854;0.47863200000000006;84983.5623875;9.09818;3.36;0.41;1
1159;6.17768;0.43956;64308.45312;9.565439999999999;3.33;0.6;1
1160;7.89368;0.530442;106031.70671999999;9.192639999999999;3.03;0.46;1
1161;6.864120000000001;0.21060000000000004;25140.585600000006;10.644359999999999;3.16;0.72;1
1162;7.29854;0.47863200000000006;84983.5623875;9.09818;3.36;0.41;1
1163;7.0858;0.6587776000000002;44748.673299999995;9.1816;2.96;0.42;1
1164;7.35486;0.17205;8928.99882;10.63473;3.0;0.48;1
1165;6.7456;0.1672326;5120.208;10.713600000000001;3.3;0.45;1
1166;6.945399999999999;0.13208999999999999;2902.185;10.71576;3.3;0.46;1
1167;6.371200000000001;1.006848;52180.128000000004;8.9595;3.1;0.37;1
1168;4.9585;0.2509584;1442.9235;10.611189999999999;3.48;0.44;1
1169;4.9585;0.2509584;1442.9235;10.611189999999999;3.48;0.44;1
1170;8.85906;0.9926400000000002;3284.8199999999997;9.35676;3.19;0.46;1
1171;6.990200000000001;0.7567092000000001;161974.96713000003;8.787680000000002;2.94;0.35;1
1172;6.371200000000001;1.006848;52180.128000000004;8.9595;3.1;0.37;1
1173;6.24771;0.348936;10843.644479999999;11.40455;3.42;0.49;1
1174;7.9256;0.39675000000000005;5572.6875;12.383750000000001;3.23;0.47;1
1175;9.12824;0.2844744;819.5572;10.418099999999999;2.96;0.25;1
1176;7.26934;1.2669696000000001;35120.671039999994;9.65926;3.29;0.3;1
1177;7.546799999999999;0.71424;7880.448;11.2209;3.23;0.52;1
1178;4.9585;0.2509584;1442.9235;10.611189999999999;3.48;0.44;1
1179;9.628219999999999;0.21027600000000002;773.03688;10.720080000000001;2.74;0.47;1
1180;7.9672;0.8943479999999999;48994.196809999994;10.55654;3.17;0.43;1
1181;8.122919999999999;0.42117839999999995;1566.1386;11.590019999999999;3.04;0.32;1
1182;7.9944;15.349796;63843.27839999999;9.19356;2.94;0.48;1
1183;7.1496;0.38918880000000006;22208.445;11.0223;3.02;0.34;1
1184;8.122919999999999;0.42117839999999995;1566.1386;11.590019999999999;3.04;0.32;1
1185;6.348800000000001;0.7263630000000002;3845.922;10.911999999999999;3.33;0.44;1
1186;5.8528;0.5527040000000001;37795.2;12.4;3.51;0.58;1
1187;7.5544;0.4772040000000001;2880.612;9.940000000000001;3.16;0.67;1
1188;7.9672;0.8943479999999999;48994.196809999994;10.55654;3.17;0.43;1
1189;7.1337600000000005;0.30193020000000004;6740.808719999999;12.18684;3.26;0.54;1
1190;6.733359999999999;0.23691840000000003;5565.122039999999;12.575539999999998;3.14;0.53;1
1191;7.1337600000000005;0.30193020000000004;6740.808719999999;12.18684;3.26;0.54;1
1192;6.86067;0.293436;14218.49;10.44015;3.1;0.42;1
1193;9.32574;0.7059494;3244.167;12.40125;3.23;0.28;1
1194;8.226130000000001;0.43908480000000005;1969.5139199999999;12.28964;3.2;0.32;1
1195;7.28978;0.8903579999999999;142124.7464;8.68782;3.06;0.41;1
1196;7.8368;0.5188139999999999;20355.84;12.3008;3.17;0.54;1
1197;7.8368;0.4996332;14571.835199999998;12.4992;3.16;0.54;1
1198;7.65611;0.567099;19642.197640000002;10.9373;3.38;0.44;1
1199;7.651490000000001;0.537199;9410.83585;10.03637;3.42;0.5;1
1200;7.7454;0.6963840000000001;15142.257;10.4265;3.03;0.48;1
1201;6.733359999999999;0.23691840000000003;5565.122039999999;12.575539999999998;3.14;0.53;1
1202;7.24744;0.2605824;14510.7648;10.821520000000001;3.17;0.51;1
1203;7.02616;0.8543743999999999;11970.2016;13.3596;3.07;0.43;1
1204;10.2794;0.8265600000000001;10082.195200000002;9.6806;3.19;0.59;1
1205;7.86366;0.2860816;14032.75104;9.15768;3.45;0.43;1
1206;7.354120000000001;0.5089392;12878.75358;10.534279999999999;3.4;0.41;1
1207;8.03358;0.8403318;33226.88688;13.190940000000001;2.98;0.39;1
1208;7.02616;0.8543743999999999;11970.2016;13.3596;3.07;0.43;1
1209;6.36416;0.27724840000000006;15280.248719999998;10.043439999999999;3.29;0.32;1
1210;7.9992;4.6503072;253501.94727000003;9.39906;2.92;0.68;1
1211;7.9624;0.7348000000000002;35437.05932;10.55018;3.18;0.4;1
1212;7.1424;0.26275200000000004;2182.4000000000005;11.2096;3.25;0.4;1
1213;7.146000000000001;0.183303;1593.9550000000002;10.719000000000001;3.32;0.4;1
1214;8.38404;2.4942059999999997;95796.6399;10.38024;3.15;0.51;1
1215;5.274559999999999;0.32531200000000005;39362.1504;10.4496;3.82;0.51;1
1216;5.658390000000001;0.5942475;4586.274000000001;9.23211;3.13;0.42;1
1217;5.55912;0.5600896;3983.5065600000003;9.23211;3.12;0.42;1
1218;7.23503;0.6257625;15306.548400000001;12.09142;3.29;0.39;1
1219;6.9552000000000005;2.4177600000000004;8644.32;9.141119999999999;3.08;0.3;1
1220;6.373760000000001;0.44341440000000004;5406.541920000001;10.25777;3.81;0.57;1
1221;7.26058;0.8449739999999999;6121.16624;9.34924;3.33;0.62;1
1222;6.366720000000001;0.36848520000000007;130797.09984000002;10.14696;3.28;0.35;1
1223;6.868950000000001;0.3344512;93282.33200000001;8.9595;3.08;0.39;1
1224;6.16962;0.703836;106101.54239999999;9.254430000000001;3.06;0.36;1
1225;6.36928;0.6025080000000002;105056.09855999998;9.15584;3.06;0.34;1
1226;7.26058;1.00776;7214.8284;9.34924;3.32;0.64;1
1227;7.26058;0.8449739999999999;6121.16624;9.34924;3.33;0.62;1
1228;9.54624;1.1601798;24919.2911;9.4468;2.92;0.46;1
1229;7.15536;0.12877200000000003;1305.8532;9.83862;3.46;0.39;1
1230;6.8744700000000005;1.0820364000000002;46182.091680000005;11.058929999999998;3.46;0.62;1
1231;7.4325;0.30920960000000003;17381.3472;12.189300000000001;2.99;0.41;1
1232;8.0024;0.6626928;107123.1273;8.60258;3.21;0.69;1
1233;7.57416;0.52142;31863.7935;9.36804;3.04;0.35;1
1234;8.394120000000001;1.78752;144109.05299999999;9.39342;3.07;0.58;1
1235;8.0024;0.6626928;107123.1273;8.60258;3.21;0.69;1
1236;8.04978;1.0955700000000002;3168.03564;10.83242;3.21;0.42;1
1237;6.9755;3.3100001999999997;27379.0368;9.3671;3.2;0.48;1
1238;8.04978;1.0955700000000002;3168.03564;10.83242;3.21;0.42;1
1239;8.394120000000001;1.78752;144109.05299999999;9.39342;3.07;0.58;1
1240;6.161560000000001;0.5018112;3935.448;9.142959999999999;3.22;0.46;1
1241;8.0024;0.6626928;107123.1273;8.60258;3.21;0.69;1
1242;7.57416;0.52142;31863.7935;9.36804;3.04;0.35;1
1243;6.9594;0.9537696;6479.2014;10.73736;3.33;0.37;1
1244;6.55248;0.3098250000000001;4040.4974399999996;10.4244;3.29;0.62;1
1245;7.7298;0.23878399999999997;6839.882;12.3875;3.02;0.78;1
1246;7.63147;0.4318272;7792.42464;11.99231;2.99;0.48;1
1247;7.382980000000001;1.3151502;80033.39882999999;8.67999;3.02;0.43;1
1248;7.9416;0.636012;65954.98800000001;12.607289999999999;3.07;0.25;1
1249;7.63147;0.4318272;7792.42464;11.99231;2.99;0.48;1
1250;7.7298;0.23878399999999997;6839.882;12.3875;3.02;0.78;1
1251;6.541919999999999;0.34104;10490.8608;11.29968;3.06;0.44;1
1252;8.22281;0.29568000000000005;6102.712;12.78003;3.02;0.6;1
1253;7.12944;0.33380160000000003;4382.03108;12.67456;3.15;0.51;1
1254;6.547199999999999;0.12729600000000002;1857.024;11.110399999999998;3.38;0.44;1
1255;8.3496;0.17075520000000002;2337.8880000000004;9.6418;3.14;0.42;1
1256;7.4745;0.5341888;94566.17808;9.667019999999999;3.04;0.56;1
1257;6.1566;0.14907300000000004;1208.0838;10.2279;3.5;0.54;1
1258;6.8517;0.262548;4355.298;11.518799999999999;3.0;0.87;1
1259;6.8517;0.2852124;4254.012;11.518799999999999;3.0;0.86;1
1260;7.4745;0.5341888;94566.17808;9.667019999999999;3.04;0.56;1
1261;7.4565;0.739233;19536.03;10.83678;3.32;0.44;1
1262;7.24525;0.8762039999999999;23877.962;12.5055;3.19;0.37;1
1263;7.24525;0.8645520000000002;37855.935000000005;12.307;3.3;0.47;1
1264;7.74384;0.44899680000000014;35227.026;11.4172;2.96;0.4;1
1265;8.955;0.6661305;48537.294;10.149;2.93;0.35;1
1266;6.85791;0.4505600000000001;68693.59728;11.33046;3.22;0.27;1
1267;7.36892;1.1334792;52692.95616000001;9.55968;3.3;0.33;1
1268;8.160639999999999;0.41076;78837.7536;10.25056;3.05;0.3;1
1269;8.0;3.6293495999999994;241303.80000000002;9.3;2.95;0.75;1
1270;7.85892;0.3591000000000001;3470.2603200000003;10.644359999999999;3.33;0.49;1
1271;6.732;0.47376;6361.74;12.672;3.13;0.49;1
1272;9.65926;0.5747308000000001;4878.4242;9.4601;2.98;0.62;1
1273;9.15216;0.60996;4552.2048;10.345920000000001;3.02;0.45;1
1274;9.35206;0.43066100000000007;2094.8614400000006;10.247470000000002;3.02;0.61;1
1275;5.1844;0.17000239999999997;70716.213;9.8703;3.46;0.39;1
1276;6.25401;0.22891440000000002;15977.506500000001;10.621889999999999;3.23;0.5;1
1277;9.54048;0.8640000000000001;3307.3664;10.4349;2.94;0.43;1
1278;9.15308;1.1499263999999998;3367.9354799999996;9.55104;3.08;0.48;1
1279;6.3699200000000005;0.83824;47972.26563999999;9.25629;3.15;0.46;1
1280;8.0757;0.513216;98701.20539999998;9.97;3.1;0.46;1
1281;7.84628;0.32752200000000004;15096.64;11.12384;3.04;0.39;1
1282;6.9489;0.35205300000000006;5165.812260000001;10.721160000000001;3.32;0.62;1
1283;6.35648;0.196416;2622.0480000000002;10.22996;3.54;0.51;1
1284;6.371200000000001;1.17819;90709.5618;8.7604;3.03;0.42;1
1285;7.53464;0.40027680000000004;1017.1764;12.68992;3.04;0.74;1
1286;7.2343;0.5078471999999999;8834.566799999999;13.081199999999999;3.23;0.43;1
1287;5.0592;0.523032;3799.7568;10.0192;3.54;0.56;1
1288;6.15288;0.7785960000000002;10864.795199999999;10.9164;3.44;0.66;1
1289;6.84963;0.4382559999999999;4932.3292200000005;10.721160000000001;3.25;0.62;1
1290;7.63147;0.7004159999999999;7276.259759999999;12.68608;3.2;0.52;1
1291;6.4727;1.1176704;37540.86336;9.16136;3.12;0.36;1
1292;6.75104;0.6734441999999999;10942.6416;10.4244;3.12;0.44;1
1293;5.14904;0.27692279999999997;1251.21672;11.585339999999999;3.37;0.38;1
1294;8.3496;0.44183360000000005;4341.792;9.443000000000001;2.85;0.46;1
1295;8.250200000000001;0.46493999999999996;5668.185600000001;9.443000000000001;2.85;0.45;1
1296;6.780959999999999;0.30624;23166.9504;8.775360000000001;3.4;0.4;1
1297;7.90316;1.0752000000000002;246428.53199999998;9.30372;3.15;0.51;1
1298;7.7298;0.5012280000000001;19907.208;12.4866;3.09;0.75;1
1299;8.9262;0.61632;3311.0251200000002;12.29832;3.21;0.34;1
1300;5.6715;0.44770319999999997;25951.59;10.0495;3.65;0.72;1
1301;7.753979999999999;0.7059528;42573.3266;11.13392;3.26;0.37;1
1302;6.670520000000001;0.6505920000000001;63973.2736;9.956;3.29;0.52;1
1303;6.670520000000001;0.6505920000000001;63973.2736;9.956;3.29;0.52;1
1304;8.36556;0.5994648;51933.994020000006;10.75572;2.99;0.39;1
1305;7.14384;0.24780800000000003;4802.248;9.922;3.27;0.33;1
1306;7.54756;0.5438718000000001;3898.9106;10.328240000000001;3.04;0.33;1
1307;8.36556;0.5994648;51933.994020000006;10.75572;2.99;0.39;1
1308;6.58944;0.8276225;116522.06592000001;9.784320000000001;3.51;0.47;1
1309;7.2328399999999995;0.5757015;15841.405799999999;12.08776;3.26;0.4;1
1310;7.2343;0.7011537;4434.526800000001;12.5857;3.39;0.48;1
1311;6.9496;1.1404458;46152.889279999996;12.11216;3.21;0.35;1
1312;8.14752;0.88452;35492.3856;11.82384;3.15;0.34;1
1313;7.753979999999999;0.7059528;42573.3266;11.13392;3.26;0.37;1
1314;9.13008;0.34971299999999994;817.2414;10.32096;2.96;0.28;1
1315;7.9336;0.9221004;10380.718920000001;12.693760000000001;3.29;0.67;1
1316;6.4389;0.4285710000000001;20089.368000000002;12.58062;3.28;0.39;1
1317;5.6715;0.44770319999999997;25951.59;10.0495;3.65;0.72;1
1318;6.670520000000001;0.6505920000000001;63973.2736;9.956;3.29;0.52;1
1319;7.7649;0.27924;13792.2543;8.9595;3.43;0.41;1
1320;7.52932;0.445588;5921.81018;11.293980000000001;2.92;0.42;1
1321;7.3;0.8614099999999999;161777.0;8.9;3.32;0.59;1
1322;6.27039;0.7555079999999998;46457.120449999995;9.25629;3.15;0.44;1
1323;6.7394799999999995;0.553728;8574.9972;11.8932;3.28;0.46;1
1324;6.4493;0.32102400000000003;5684.11536;10.71576;3.36;0.54;1
1325;6.16962;0.2169024;50186.47536;10.44855;3.52;0.37;1
1326;5.9688;0.2621164;60173.86032;10.54488;3.59;0.43;1
1327;6.339840000000001;0.37950000000000006;6698.4372;11.19378;3.19;0.48;1
1328;6.858600000000001;0.2506752;2003.9040000000002;9.443000000000001;3.22;0.38;1
1329;7.52932;0.445588;5921.81018;11.293980000000001;2.92;0.42;1
1330;6.65109;0.234416;5837.076;10.02627;3.33;0.33;1
1331;6.9398;0.20176100000000002;1864.8234;10.80626;3.25;0.43;1
1332;7.56808;0.43221599999999993;8268.1274;8.86262;3.15;0.45;1
1333;7.3;0.8614099999999999;161777.0;8.9;3.32;0.59;1
1334;7.38816;9.348864;109769.58720000001;9.285120000000001;2.9;0.49;1
1335;7.55516;0.6586944000000002;5039.29172;10.33864;3.25;0.4;1
1336;8.25352;0.7253064000000001;60764.20416;11.9328;3.1;0.38;1
1337;10.6786;0.9811648000000003;54805.56919999999;9.481;2.87;0.68;1
1338;10.6786;0.9811648000000003;54805.56919999999;9.481;2.87;0.68;1
1339;6.832380000000001;0.3027904;7763.9601600000005;12.27848;3.14;0.38;1
1340;6.14482;0.39936;6570.9929999999995;11.10032;3.28;0.41;1
1341;6.8510100000000005;0.6971886;1357.09572;11.31906;3.15;0.69;1
1342;6.8517;0.78064;2295.816;11.3202;3.16;0.71;1
1343;6.84342;0.521136;9635.535360000002;11.00898;3.35;0.38;1
1344;6.8448;0.6259680000000001;562.4639999999999;10.3168;3.1;0.42;1
1345;6.85308;0.8132608000000001;46195.7184;11.9184;3.38;0.35;1
1346;5.6544;0.493038;13299.1488;12.201600000000001;3.54;0.61;1
1347;6.5604000000000005;0.37094400000000005;7937.6864000000005;9.0454;3.12;0.35;1
1348;7.045329999999999;0.9459072;3289.4745;10.41915;3.24;0.33;1
1349;6.7524;0.575092;1056.552;11.3202;3.23;0.7;1
1350;6.17272;0.5546772;4643.87664;9.4582;3.77;0.64;1
1351;5.5479199999999995;0.2881788;8791.4718;13.57259;3.42;0.9;1
1352;6.534;0.400554;3534.3;13.266;3.28;0.51;1
1353;7.24014;0.32844239999999997;2042.3145599999998;11.20734;3.2;0.48;1
1354;8.04006;0.5061600000000002;11738.4876;9.926;3.06;0.34;1
1355;5.870500000000001;0.20659080000000002;29886.417;10.0495;3.49;0.42;1
1356;6.138;0.17664480000000002;2582.118;12.078;3.26;0.42;1
1357;6.534;0.400554;3534.3;13.266;3.28;0.51;1
1358;5.66922;0.17180100000000004;8779.73204;9.249780000000001;3.31;0.42;1
1359;5.5479199999999995;0.2881788;8791.4718;13.57259;3.42;0.9;1
1360;6.82962;0.2396394;4190.417280000001;12.17454;3.09;0.46;1
1361;7.24014;0.32844239999999997;2042.3145599999998;11.20734;3.2;0.48;1
1362;7.28978;0.8999999999999999;91571.62000000001;8.887540000000001;3.04;0.46;1
1363;7.28978;0.8999999999999999;91571.62000000001;8.887540000000001;3.04;0.46;1
1364;6.9496;0.19754000000000005;15030.197760000001;11.4172;3.19;0.46;1
1365;7.28978;0.8999999999999999;91571.62000000001;8.887540000000001;3.04;0.46;1
1366;6.28677;3.7125504;159105.57516;9.280470000000001;3.17;0.52;1
1367;7.355600000000001;0.622688;20300.2632;11.0334;3.3;0.5;1
1368;7.05527;0.4539392000000001;8114.951680000001;10.831330000000001;3.34;0.64;1
1369;8.9442;0.4670831999999999;5266.941239999999;11.52808;2.9;0.38;1
1370;6.263459999999999;0.7556328000000001;7223.55894;10.140839999999999;3.15;0.35;1
1371;8.154079999999999;0.24235199999999998;7302.873599999999;10.4412;3.01;0.38;1
1372;7.0503;0.13693680000000003;4461.3504;11.3202;2.91;0.78;1
1373;7.28978;0.8999999999999999;91571.62000000001;8.887540000000001;3.04;0.46;1
1374;7.84628;0.32096;4078.4764799999994;10.52792;3.14;0.41;1
1375;7.053139999999999;0.29860480000000006;22172.38998;11.523439999999999;3.31;0.4;1
1376;6.9496;0.19754000000000005;15030.197760000001;11.4172;3.19;0.46;1
1377;6.848250000000001;0.5370750000000001;16399.0775;12.20775;3.25;0.79;1
1378;8.05464;0.7400567999999998;19260.33472;10.73952;3.14;0.41;1
1379;5.7472199999999996;0.24531000000000006;9918.909;11.197170000000002;3.29;0.38;1
1380;5.85988;0.019870199999999998;1101.26016;9.23676;3.36;0.36;1
1381;6.556439999999999;0.34444800000000003;2644.82816;9.934;3.36;0.6;1
1382;6.8448;1.5042720000000003;2356.992;10.1184;3.13;0.55;1
1383;7.53616;0.426832;4412.223360000001;10.709280000000001;3.07;0.4;1
1384;9.1816;0.7894488000000002;46787.63720000001;10.079799999999999;3.1;0.34;1
1385;6.14978;0.373086;6829.2315;11.50604;3.27;0.37;1
1386;5.26025;0.212058;2865.8437500000005;9.03175;3.32;0.47;1
1387;9.777460000000001;2.331;80813.7;9.977;3.06;0.43;1
1388;8.05464;0.7400567999999998;19260.33472;10.73952;3.14;0.41;1
1389;6.7387999999999995;0.7175168000000001;2968.2432000000003;11.2974;3.25;0.35;1
1390;7.128;0.67914;4712.4;12.572999999999999;3.05;0.34;1
1391;7.33858;0.80262;5956.1502;11.20621;3.13;0.55;1
1392;8.136859999999999;0.2357586;2475.59004;10.31992;3.0;0.68;1
1393;6.05608;0.4783085999999999;2332.0872;9.53088;3.3;0.46;1
1394;6.9460999999999995;0.5346432;944.6696;10.022229999999999;3.0;0.31;1
1395;6.05608;0.4783085999999999;2332.0872;9.53088;3.3;0.46;1
1396;6.4363;0.497448;4318.856319999999;11.98142;3.1;0.49;1
1397;7.02403;0.43610489999999996;3760.9228799999996;12.06946;3.07;0.33;1
1398;7.33858;0.80262;5956.1502;11.20621;3.13;0.55;1
1399;6.88758;0.2750064;25315.54984;9.58272;3.17;0.5;1
1400;8.504249999999999;5.1356592;221325.65752500002;9.2046;2.99;0.7;1
1401;8.136859999999999;0.2357586;2475.59004;10.31992;3.0;0.68;1
1402;6.26913;1.1833500000000003;99407.5047;9.45345;3.23;0.34;1
1403;6.07316;1.4396200000000001;114572.85152;8.860840000000001;3.16;0.47;1
1404;7.1856;1.5584400000000003;123132.44159999999;8.7824;3.03;0.44;1
1405;7.14816;0.49617359999999994;2764.5508799999993;10.4244;3.16;0.35;1
1406;7.9504;0.8742825;3767.29704;9.34172;3.08;0.34;1
1407;6.9398;0.441;22331.285;12.09508;3.24;0.4;1
1408;7.7649;1.0985898;75656.009;11.249150000000002;3.14;0.35;1
1409;8.23692;0.8465600000000001;18945.4122;12.10728;3.25;0.42;1
1410;6.24393;0.7668107999999999;3829.6104;12.09142;3.38;0.42;1
1411;7.33858;0.6467999999999999;3213.1079999999997;11.10704;3.23;0.47;1
1412;7.33858;0.6467999999999999;3213.1079999999997;11.10704;3.23;0.47;1
1413;6.85308;0.5764752000000001;55246.55136;11.4218;3.2;0.27;1
